31,31,24,23,22,21,21,21,21,21,23,25,43,44,44,44,43,44,44,43,43,43,43,43,43,43,43,43,42,44,45,40,36,36,36,36,36,36,36,34,49
21,17,9,7,7,6,6,6,7,7,6,7,6,6,5,5,4,4,4,3,3,3,3,3,2,2,2,1,1,2,5,4,5,5,5,5,4,3,3,1,9
19,19,11,9,8,7,7,7,7,7,7,8,9,8,8,7,7,7,7,6,6,5,5,5,5,5,5,4,4,7,13,9,6,6,6,6,5,5,5,3,25
14,15,6,5,4,7,7,7,7,7,7,7,6,6,5,5,2,3,3,2,2,2,2,2,2,1,1,1,0,1,3,1,2,2,2,2,1,1,1,0,2
135,133,130,130,129,128,128,127,127,127,129,130,129,128,128,127,130,131,130,129,129,128,128,128,127,127,127,126,125,126,127,121,117,117,117,117,115,115,115,113,134
3,5,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,3,2,7,10,8,42
17,16,8,7,6,7,7,7,8,8,7,7,7,7,6,6,16,18,18,17,17,16,19,19,21,21,21,20,19,21,23,17,13,13,12,12,11,11,10,8,9
25,26,17,16,15,16,16,17,20,20,23,23,28,29,28,28,26,27,26,25,25,24,24,24,23,23,22,22,21,22,23,17,13,13,12,12,11,11,11,9,8
25,23,16,15,14,17,17,18,21,21,23,31,33,33,32,32,30,30,29,29,30,29,29,29,29,29,29,29,28,29,30,25,22,22,22,22,22,23,23,21,33
25,24,16,15,14,18,18,18,20,20,23,31,32,32,32,31,32,33,33,32,32,32,32,32,32,32,32,31,31,33,36,30,26,26,26,26,25,25,26,23,38
27,29,33,33,32,33,33,35,36,36,37,36,36,37,37,35,36,36,35,35,35,35,37,37,47,48,48,48,47,47,46,39,39,39,38,38,39,40,41,52,66
48,54,55,56,56,55,55,53,53,53,52,51,51,51,51,50,52,52,51,51,51,50,50,50,48,47,47,48,47,47,46,39,38,38,38,38,38,39,40,53,74
45,46,48,49,49,54,54,54,54,54,54,54,55,54,55,54,55,54,54,55,55,55,54,54,54,53,53,53,52,53,52,46,45,45,45,45,46,47,52,55,80
8,9,10,10,10,10,10,8,9,9,9,9,10,9,9,8,15,16,16,16,16,16,16,16,15,15,15,15,14,15,14,8,9,9,10,10,11,13,13,14,40
