9,8,10,14,14,14,14,14,22,22,26,27,27,26,25,25,20,19,19,18,18,18,18,18,18,18,18,29,32,34,36,36,34,34,34,34,33,33,33,33,53
15,18,16,16,16,15,15,16,16,16,15,16,15,15,14,14,9,11,10,10,9,9,8,8,8,7,7,6,5,7,9,8,6,6,4,4,3,3,2,2,1
9,10,12,14,14,13,13,14,23,23,28,30,30,29,45,46,38,39,39,39,39,39,38,38,38,39,39,39,39,42,46,46,45,45,44,44,44,44,44,46,65
19,19,19,19,19,18,18,18,19,19,19,20,20,20,19,19,14,15,15,14,14,14,13,13,13,13,13,12,12,14,25,27,26,26,26,26,25,25,26,27,28
11,9,9,14,14,13,13,14,14,14,13,14,15,15,15,14,7,9,8,8,8,8,8,8,8,8,8,8,7,9,11,10,10,10,17,17,19,18,18,20,26
15,16,16,17,17,17,17,18,23,23,27,28,28,28,28,27,29,31,31,31,31,31,31,31,31,31,31,31,30,32,34,34,33,33,31,31,30,30,30,33,34
4,7,6,6,5,4,4,5,5,5,4,5,5,13,15,15,10,11,11,10,10,10,10,10,10,10,10,9,9,11,14,19,23,23,22,22,21,21,21,20,42
18,17,16,16,16,15,15,15,15,15,15,16,15,15,14,14,8,9,8,8,8,7,7,7,6,6,6,5,5,7,9,9,7,7,6,6,5,4,4,5,18
9,9,11,14,15,15,15,15,23,23,28,29,29,29,29,29,29,31,31,30,30,30,31,31,32,34,33,33,33,36,39,39,38,38,37,37,36,36,37,36,34
11,10,9,9,9,8,8,9,9,9,9,10,10,10,10,9,2,3,3,2,3,2,2,2,2,2,3,2,2,4,8,8,7,7,7,7,6,6,6,6,16
5,6,6,6,5,5,5,5,6,6,5,7,7,7,7,6,0,1,0,0,0,0,0,0,0,6,7,6,6,8,11,11,10,10,9,9,9,9,9,9,14
39,37,35,35,35,37,37,39,42,42,43,42,40,40,40,40,32,33,33,33,33,33,33,33,33,33,33,33,32,32,31,31,30,30,31,31,30,31,32,32,32
8,6,5,5,5,4,4,5,5,5,4,5,12,14,13,13,5,6,5,5,5,5,5,5,4,5,5,4,4,5,7,7,6,6,5,5,4,4,5,7,26
8,9,8,8,7,7,7,7,8,8,7,9,9,9,8,8,0,1,1,1,1,1,1,1,1,1,1,1,1,4,7,7,6,6,5,5,4,4,6,7,25
18,16,15,15,15,14,14,14,23,23,26,27,27,26,26,25,30,32,32,32,32,32,32,32,33,34,34,34,34,36,38,38,37,37,36,36,35,36,37,37,31
14,15,14,14,14,13,13,14,14,14,15,16,17,17,16,16,9,11,10,10,10,10,10,10,10,11,11,11,11,14,23,26,25,25,25,25,24,24,26,25,50
11,11,9,10,9,9,9,9,10,10,9,10,10,10,9,9,1,2,2,1,2,1,1,1,1,1,1,0,0,2,4,4,3,3,3,3,2,3,3,1,16
7,8,11,15,15,14,14,15,23,23,27,27,27,27,26,26,17,18,17,17,16,16,16,16,16,16,16,15,15,16,25,28,27,27,26,26,25,25,25,26,24
18,19,18,18,18,17,17,17,18,18,17,17,17,16,16,16,9,10,9,9,9,8,8,8,8,8,9,8,8,9,11,11,8,8,7,7,6,6,6,6,0
8,8,10,14,14,13,13,14,15,15,14,15,15,14,14,13,5,6,5,5,5,5,4,4,4,4,4,3,3,5,7,7,6,6,5,5,4,4,6,4,12
4,3,3,3,3,2,2,3,3,3,4,5,6,10,12,12,5,6,5,5,5,5,4,4,4,4,4,4,3,5,8,8,6,6,5,5,4,4,6,4,40
4,7,11,14,15,14,14,15,15,15,15,16,16,16,15,15,8,9,9,8,8,8,8,8,7,7,7,7,7,9,12,12,11,11,10,10,9,16,21,20,33
40,41,41,41,40,39,39,40,41,41,43,46,52,52,52,53,49,50,49,49,49,48,48,48,47,47,47,47,46,48,51,50,48,48,48,48,46,46,46,47,74
10,10,12,14,14,13,13,13,13,13,12,13,13,12,11,11,4,5,5,4,4,4,4,4,4,4,4,3,3,6,9,9,7,7,7,7,6,6,5,4,13
12,12,11,11,11,10,10,10,11,11,10,11,11,11,11,10,3,4,4,3,3,3,3,3,3,3,3,3,3,5,7,7,5,5,4,4,4,3,3,3,22
20,20,19,19,20,21,21,21,22,22,22,22,22,22,22,21,13,14,14,13,13,12,12,12,12,12,12,11,10,12,13,22,25,25,24,24,23,23,23,22,46
10,12,11,11,10,10,10,10,10,10,10,12,11,11,10,10,2,2,2,1,1,1,1,1,0,1,1,1,0,2,5,5,4,4,3,3,2,2,2,1,15
7,9,10,15,15,14,14,14,14,14,14,15,14,14,13,13,5,6,5,4,4,4,3,3,3,3,3,2,2,3,6,5,4,4,4,4,3,3,3,3,15
3,3,10,14,14,14,14,14,15,15,14,16,16,16,16,15,7,8,8,7,7,7,6,6,6,6,6,6,6,9,12,16,21,21,20,20,19,20,20,21,23
3,4,9,14,15,14,14,15,15,15,15,17,17,17,16,16,8,9,9,8,8,8,8,8,7,8,7,7,7,9,12,12,11,11,15,15,17,17,17,19,42
4,5,12,14,14,13,13,14,14,14,21,25,25,24,24,23,27,29,29,28,28,28,31,31,32,33,33,34,33,35,36,36,34,34,33,33,33,32,32,32,44
19,22,22,22,22,21,21,22,23,23,23,25,25,25,24,24,17,17,16,16,16,16,15,15,15,28,30,30,30,33,36,36,35,35,34,34,34,34,34,33,51
27,28,34,35,35,35,35,36,39,39,40,41,40,48,51,51,46,47,46,46,46,45,45,45,45,45,45,45,45,46,48,48,47,47,46,46,45,45,45,45,60
12,14,13,13,13,12,12,13,13,13,13,14,13,13,12,12,8,8,8,7,7,7,7,7,7,7,10,9,9,11,19,22,20,20,19,19,19,19,19,18,18
